track_title,album_name,artist,release_year,song_length_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,Mood,decade
This One's for the Children,"Merry, Merry Christmas",New Kids On The Block,1989,238466,31,0.594,0.198,0.421,0.0,0.0832,-13.707,0.0312,0.637,74.041,4,1,1980
Living In Sin,New Jersey (Deluxe Edition),Bon Jovi,1988-09-13,279053,50,0.267,0.0247,0.793,0.0,0.0634,-7.12,0.0415,0.526,174.118,4,0,1980
How Am I Supposed to Live without You,The Best of Branigan,Laura Branigan,1995-06-06,263320,33,0.546,0.813,0.469,8.33e-05,0.134,-8.26,0.035,0.185,139.334,4,1,1980
Everything,20th Century Masters: The Millennium Collection: Best Of Jody Watley,Jody Watley,2000-01-01,256506,26,0.583,0.336,0.686,0.00111,0.299,-8.834,0.0304,0.574,164.019,4,0,1980
Blame It on the Rain,Greatest Hits,Milli Vanilli,2007-03-01,248533,42,0.758,0.00328,0.827,0.000165,0.0951,-6.151,0.0774,0.506,97.515,4,0,1980
Swing The Mood,Jive Bunny And The Mastermixers The Biggest Party On The Planet,Jive Bunny and the Mastermixers,2009-10-19,259573,52,0.865,0.049,0.512,0.0173,0.201,-13.376,0.0521,0.879,92.512,4,0,1980
Just Between You And Me,Nature Of The Beast,April Wine,1981,235560,51,0.511,0.408,0.308,2.2e-05,0.15,-15.021,0.0247,0.377,83.546,4,1,1980
Lovesong,Greatest Hits,The Cure,2001-11-13,208333,43,0.586,0.345,0.868,0.311,0.174,-4.302,0.0297,0.737,139.94,4,0,1980
Free Fallin',Full Moon Fever,Tom Petty,1989-01-01,256000,79,0.623,0.212,0.449,0.0,0.0613,-13.333,0.0253,0.572,84.383,4,1,1980
When the Night Comes,One Night of Sin,Joe Cocker,1989-08-16,288733,34,0.535,0.111,0.63,0.000297,0.3,-9.776,0.028,0.454,82.003,4,2,1980
Downtown Train,Patty Smyth's Greatest Hits Featuring Scandal,Patty Smyth,1982,241906,15,0.703,0.317,0.706,1.84e-06,0.0483,-5.347,0.0349,0.642,130.339,4,0,1980
Two To Make It Right,Nothing Matters Without Love,Seduction,1989,282266,42,0.772,0.204,0.598,0.00345,0.513,-10.857,0.0429,0.717,114.419,4,0,1980
Oh Father,Like a Prayer,Madonna,1989-03-21,298760,42,0.576,0.547,0.268,5.17e-05,0.118,-14.313,0.0294,0.175,115.952,3,1,1980
Love Shack,Cosmic Thing,The B-52's,1989-06-23,320680,72,0.701,0.0544,0.803,1.54e-06,0.7,-6.786,0.0545,0.903,133.608,4,0,1980
Rock And A Hard Place - Remastered,"Jump Back - The Best Of The Rolling Stones, '71 - '93",The Rolling Stones,1993-11-22,250360,0,0.693,0.023,0.826,0.000521,0.0882,-9.443,0.0399,0.93,129.049,4,0,1980
Don't Close Your Eyes,Blow My Fuse,Kix,1988-09-06,257053,54,0.537,0.0795,0.382,0.00115,0.114,-15.568,0.0245,0.338,148.061,4,2,1980
I Remember You,Skid Row,Skid Row,1989-01-24,313693,68,0.345,0.00642,0.531,7.28e-06,0.14,-12.708,0.0305,0.49,176.302,4,0,1980
When I See You Smile,Bad English,Bad English,1989-06-15,257440,66,0.495,0.42,0.609,0.0,0.187,-9.902,0.0339,0.33,135.671,4,1,1980
Angelia,Repeat Offender,Richard Marx,1989-01-01,317933,57,0.54,0.114,0.64,0.000685,0.245,-8.557,0.0251,0.523,97.033,4,0,1980
Janie's Got A Gun,Big Ones,Aerosmith,1994-01-01,330533,62,0.633,0.0516,0.823,0.000496,0.188,-5.792,0.0287,0.444,115.107,4,2,1980
The Last Worthless Evening,The End Of The Innocence,Don Henley,1989-01-01,362466,47,0.731,0.212,0.505,0.0,0.0409,-11.334,0.0262,0.396,99.99,4,1,1980
Exceptional,Return Of The Tender Lover,Babyface,2015-12-04,340386,44,0.664,0.14,0.577,0.000202,0.0689,-8.058,0.0348,0.567,95.981,4,0,1980
Bust A Move,Stone Cold Rhymin',Young MC,1989-01-01,263914,63,0.946,0.0512,0.772,2.26e-06,0.0612,-7.537,0.121,0.743,116.972,4,0,1980
Peace In Our Time,The Best Of Eddie Money,Eddie Money,1977,301840,20,0.617,0.366,0.801,0.0,0.141,-7.333,0.0624,0.402,122.03,4,1,1980
Don't Make Me Over,Platinum & Gold Collection,Jennifer Warnes,2004-07-02,260733,16,0.6,0.534,0.437,8.93e-06,0.0713,-8.064,0.0269,0.294,82.026,3,1,1980
Leave A Light On,Runaway Horses,Belinda Carlisle,1989-10-17,277293,34,0.557,0.0291,0.824,0.0,0.0829,-9.053,0.0524,0.549,128.688,4,2,1980
Fool for Your Loving - 2009 Remaster,Slip of the Tongue (20th Anniversary Edition),Whitesnake,1989,248546,43,0.503,0.00171,0.943,4.1e-05,0.253,-4.951,0.0403,0.536,125.861,4,0,1980
What Kind of Man Would I Be? - 2003 Remaster,Love Songs,Chicago,2005-01-25,253760,37,0.358,0.157,0.774,0.0,0.182,-6.825,0.0362,0.301,176.116,4,1,1980
Was It Nothing At All,Rock On,Michael Damian,2009-03-31,282664,21,0.487,0.0397,0.648,0.00072,0.321,-5.332,0.0279,0.442,134.95,4,0,1980
Tell Me Why,Greatest Hits,Exposé,1995-11-20,267026,16,0.648,0.154,0.894,0.0,0.151,-8.889,0.0679,0.847,99.334,4,0,1980
I Want You,Obsession: The Best Of Animotion,Animotion,1996-01-01,277666,14,0.628,0.000843,0.748,0.00112,0.0485,-13.086,0.0357,0.494,132.277,4,0,1980
Me So Horny,Goes To the Movies: Decade of Hits,2 LIVE CREW,1997-10-28,277840,15,0.939,0.00433,0.844,0.00267,0.0785,-7.844,0.212,0.644,128.753,4,0,1980
Principal's Office,Stone Cold Rhymin' (Deluxe Edition),Young MC,1989-01-01,255946,35,0.835,0.0887,0.799,1.06e-06,0.1,-4.649,0.123,0.736,95.502,4,0,1980
I Live by the Groove,Groove Approved,Paul Carrack,1989-10-01,252373,17,0.682,0.0409,0.748,1.3e-05,0.103,-10.862,0.036,0.933,122.847,4,0,1980
Poison,Trash,Alice Cooper,1989-07-25,270080,73,0.28,0.0327,0.908,8.85e-06,0.18,-5.509,0.109,0.26,118.698,4,0,1980
Steamy Windows,Foreign Affair,Tina Turner,1989-09-13,245133,50,0.745,0.0626,0.755,0.00659,0.169,-7.53,0.0318,0.847,133.771,4,0,1980
Kickstart My Heart,Dr. Feelgood,Mötley Crüe,1989,282653,77,0.359,0.00125,0.981,0.00236,0.284,-3.622,0.303,0.271,178.98,4,2,1980
Dangerous (Karaoke Version) [In the Style of Natalie Cole],In the Style of Natalie Cole (Karaoke - Professional Performance Tracks),Karaoke Library,2011-02-11,229998,0,0.663,0.0242,0.52,0.905,0.283,-15.296,0.0318,0.796,134.424,4,2,1980
Don't Shut Me Out,Kevin Paige,Kevin Paige,1989-01-01,232040,14,0.672,0.019,0.883,0.0026,0.322,-9.48,0.0554,0.681,105.129,4,0,1980
No More Lies,Michel'le,Michel'le,1989,225840,40,0.834,0.15,0.871,0.0721,0.287,-6.972,0.0821,0.835,110.294,4,0,1980
Nothin' To Hide,The Essential Poco,Poco,2005-04-19,313266,20,0.511,0.312,0.377,5.17e-06,0.0531,-11.948,0.0241,0.409,95.341,3,1,1980
Here We Are,Let It Loose/Cuts Both Ways/Into The Light (3 Pak),Gloria Estefan,1987,289706,0,0.697,0.632,0.481,1.92e-05,0.0954,-14.456,0.0332,0.622,142.154,4,0,1980
My Heart Skips A Beat,We Can't Go Wrong,The Cover Girls,1989-01-01,320533,30,0.648,0.134,0.675,0.000249,0.139,-9.401,0.0413,0.54,116.0,4,0,1980
The Angel Song,Twice Shy,Great White,1989-01-01,291066,40,0.595,0.685,0.21,0.00184,0.0918,-17.807,0.0293,0.099,110.415,4,1,1980
Listen To Your Heart,Look Sharp! (2009 Version),Roxette,1988-10-19,328093,5,0.539,0.108,0.583,0.0,0.111,-4.935,0.0275,0.337,86.063,4,0,1980
Wait for You,THE DISREGARD OF TIMEKEEPING,Bonham,1989-07-06,302066,41,0.568,0.0277,0.749,0.000113,0.291,-11.12,0.0328,0.617,111.968,4,0,1980
Woman In Chains,The Seeds Of Love,Tears For Fears,1989-09-25,393000,0,0.469,0.0255,0.628,0.00133,0.0472,-8.204,0.0293,0.354,79.999,4,0,1980
Get on Your Feet,Cuts Both Ways,Gloria Estefan,1989-07-11,218133,47,0.724,0.102,0.779,0.00152,0.129,-10.036,0.037,0.93,123.934,4,0,1980
Pretending,Journeyman,Eric Clapton,1989-11-07,283280,41,0.602,0.168,0.872,0.000705,0.0545,-6.211,0.029,0.668,98.452,4,0,1980
Over and Over,Up All Night,Pajama Party,1989,365173,22,0.66,0.106,0.794,0.00445,0.0974,-11.203,0.0334,0.835,119.705,4,0,1980
Electric Boogie,Carousel,Marcia Griffiths,1990-03-06,242773,43,0.769,0.116,0.898,0.000648,0.261,-9.347,0.0355,0.968,108.141,4,0,1980
Don't Take It Personal,Don't Take It Personal,Jermaine Jackson,1989,271080,0,0.857,0.155,0.31,5.21e-05,0.0315,-15.381,0.0913,0.795,94.69,4,0,1980
Price of Love,Bad English,Bad English,1989-06-15,286040,44,0.348,0.0201,0.444,1.23e-05,0.0639,-10.001,0.0288,0.241,138.194,4,0,1980
French Kiss - The Original Underground Mix,Club Epic - A Collection Of Classic Dance Mixes: Volume 4,Various Artists,1996-01-30,591733,45,0.689,0.0133,0.505,0.818,0.345,-13.846,0.0867,0.564,123.948,4,2,1980
Personal Jesus - Original Single Version,Personal Jesus,Depeche Mode,1989,224906,63,0.637,0.0112,0.682,0.0234,0.0473,-11.625,0.0366,0.714,129.983,4,0,1980
Miss You Much,Rhythm Nation 1814,Janet Jackson,1989-09-19,252333,50,0.702,0.0305,0.975,0.000134,0.165,-7.968,0.0396,0.646,115.185,4,2,1980
Hide Your Heart,Hot In The Shade,KISS,1989-01-01,264133,41,0.572,0.306,0.846,1.31e-05,0.169,-10.081,0.0617,0.596,122.384,4,0,1980
Rock Wit'cha,Don't Be Cruel,Bobby Brown,1988-01-01,289533,54,0.685,0.0306,0.547,1.05e-05,0.0694,-12.417,0.0487,0.909,77.509,4,0,1980
Heart,Raw Like Sushi,Neneh Cherry,1989-01-01,309200,18,0.745,0.133,0.645,8.97e-06,0.0556,-12.039,0.151,0.968,101.74,4,0,1980
Here and Now,The Essential Luther Vandross,Luther Vandross,2003,322760,42,0.578,0.531,0.405,0.0,0.0886,-9.178,0.0262,0.232,75.08,4,1,1980
A Girl Like You,Smithereens 11,The Smithereens,1989-10-18,282866,53,0.657,0.0892,0.828,0.0,0.0575,-9.344,0.0283,0.908,123.799,4,0,1980
Lullaby - 2010 Remaster,Disintegration (Deluxe Edition),The Cure,1989-05-02,249880,54,0.718,0.185,0.557,0.707,0.055,-10.679,0.0328,0.586,94.095,4,2,1980
Never 2 Much Of U,24/7,DINO,1989-01-01,329960,12,0.587,0.102,0.396,0.00062,0.307,-14.701,0.032,0.779,81.265,4,0,1980
Back to the Bullet,Saraya,Saraya,1989,229840,23,0.406,0.0261,0.779,2.71e-06,0.115,-8.454,0.0337,0.47,106.018,4,1,1980
I Didn't Mean To Stay All Night,Love Among The Cannibals,Starship,1989,290426,0,0.601,0.0185,0.857,2.13e-05,0.0437,-5.944,0.0267,0.719,137.915,4,0,1980
Cover Girl,Hangin' Tough,New Kids On The Block,1988-09-02,241840,42,0.721,0.0344,0.765,2.83e-06,0.322,-13.036,0.0345,0.948,119.95,4,0,1980
I Don't Know,Michael Morales,Michael Morales,1989-01-01,236840,5,0.593,0.46,0.618,0.0,0.121,-11.099,0.034,0.549,97.093,4,1,1980
Roam - Edit,Roam (Edit) / Bushfire [45 Version],The B-52's,1989-06-27,246853,51,0.61,0.0586,0.889,1.33e-05,0.112,-9.375,0.0692,0.724,134.666,4,0,1980
Girl I Am Searching for You,Best Of Stevie B,Stevie B,1991-01-01,281506,24,0.668,0.0108,0.761,0.000272,0.0679,-13.509,0.0462,0.625,119.48,4,0,1980
Too Hot,The Very Best Of Kool & The Gang,Kool & The Gang,1999-01-01,226826,0,0.718,0.406,0.533,1.91e-06,0.121,-11.072,0.121,0.681,104.938,4,1,1980
Foolish Heart,Street Talk,Steve Perry,1984,218066,0,0.677,0.351,0.502,1.33e-06,0.0853,-9.135,0.0222,0.546,96.425,4,1,1980
Heat Of The Moment,Asia,Asia,1982-01-01,227626,0,0.324,0.358,0.84,0.000239,0.367,-7.31,0.0489,0.576,136.136,4,0,1980
Talk To Myself,Adventures In Paradise,Christopher Williams,1989-01-01,260093,18,0.757,0.0576,0.726,0.0,0.144,-9.318,0.0553,0.797,112.796,4,0,1980
I'm Gonna Miss You,Girl You Know It's True - The Best Of Milli Vanilli,Milli Vanilli,2013-07-26,238840,38,0.754,0.0998,0.453,0.00487,0.108,-9.862,0.0443,0.758,151.239,4,0,1980
When I Looked at Him,Greatest Hits,Exposé,1995-11-20,259200,26,0.455,0.23,0.713,0.000332,0.37,-10.959,0.0423,0.469,169.633,4,0,1980
500 Miles,Super Hits,The Hooters,1985,262240,55,0.534,0.548,0.732,4.91e-05,0.0845,-7.29,0.0404,0.67,74.799,4,0,1980
Touch Me Tonight,Ten Best,Shooting Star,2016-02-29,252666,0,0.697,0.211,0.743,7.75e-06,0.0594,-8.51,0.0288,0.444,123.08,4,0,1980
Sold Me Down The River,Standards,The Alarm,1990-01-01,250729,33,0.632,0.0329,0.815,0.0,0.0403,-7.81,0.0312,0.687,113.273,4,0,1980
I Think I Can Beat Mike Tyson,And In This Corner...,DJ Jazzy Jeff & The Fresh Prince,1989-10-31,289093,24,0.875,0.124,0.794,0.0,0.0498,-12.456,0.18,0.733,107.881,4,0,1980
Love In An Elevator - Single Version,Big Ones,Aerosmith,1994-01-01,321826,57,0.449,0.00854,0.961,0.00276,0.343,-4.305,0.0701,0.602,93.956,4,0,1980
Powder Your Face With Sunshine (Smile! Smile! Smile!),Dino The Essential Dean Martin,Dean Martin,2013-12-31,152533,28,0.501,0.959,0.246,0.0887,0.283,-10.682,0.0436,0.568,168.243,3,1,1980
I'm Not the Man I Used to Be,The Raw & The Cooked,Fine Young Cannibals,1988-01-01,258866,47,0.811,0.206,0.629,0.161,0.0564,-12.571,0.0363,0.867,110.42,4,0,1980
Dr. Feelgood,Dr. Feelgood 20th Anniversary (Expanded Version),Mötley Crüe,1989,290186,1,0.53,0.000837,0.952,0.0119,0.262,-5.105,0.0577,0.433,110.98,4,0,1980
Radar Love,Big Game,White Lion,1989,359960,50,0.232,0.00028,0.775,0.0225,0.0775,-10.923,0.0565,0.59,206.07,4,1,1980
Call It Love,The Essential Poco,Poco,2005-04-19,257426,48,0.546,0.0722,0.622,0.00302,0.193,-10.426,0.0247,0.372,104.493,4,2,1980
Sowing The Seeds Of Love,The Seeds Of Love,Tears For Fears,1989-09-25,376733,0,0.208,0.0114,0.793,5.67e-05,0.354,-7.232,0.0513,0.708,174.472,4,0,1980
If I Could Turn Back Time,Heart Of Stone,Cher,1989-01-01,239826,72,0.658,0.243,0.575,0.0,0.122,-10.365,0.0267,0.504,108.329,4,1,1980
My Heart Skips A Beat,We Can't Go Wrong,The Cover Girls,1989-01-01,320533,30,0.648,0.134,0.675,0.000249,0.139,-9.401,0.0413,0.54,116.0,4,0,1980
A Whole New World (Aladdin's Theme),Baby Come To Me: The Best Of Regina Belle,Regina Belle,1997-10-16,243093,41,0.52,0.582,0.403,0.0,0.134,-6.87,0.0275,0.132,107.938,4,1,1980
It's No Crime,Tender Lover,Babyface,1989-07-07,241493,37,0.802,0.0608,0.802,0.000252,0.0727,-6.709,0.0513,0.912,116.316,4,2,1980
Sugar Daddy,Big Trash,Thompson Twins,1989-09-26,211800,25,0.724,0.157,0.569,0.00498,0.038,-11.888,0.0282,0.923,109.936,4,0,1980
New Thing,Enuff Z'Nuff,Enuff Z'Nuff,1989-08-18,257920,35,0.373,0.00409,0.884,0.0,0.329,-7.707,0.0421,0.28,130.099,4,0,1980
You Are My Everything,2nd Wave (Expanded Edition),Surface,1988,271080,34,0.712,0.0981,0.558,0.0,0.0618,-10.362,0.0661,0.831,96.018,4,0,1980
I'm A Believer,Last Of The Runaways,GIANT,1989-01-01,344853,38,0.557,0.0162,0.823,0.134,0.102,-11.143,0.0581,0.309,108.693,4,2,1980
Smooth (In the Style of Carlos Santana Featuring Rob Thomas) - Karaoke Version,Smooth (In the Style of Carlos Santana Featuring Rob Thomas) [Karaoke Version] - Single,ProSource Karaoke,2010-08-01,235230,0,0.692,0.086,0.696,0.0186,0.0551,-10.309,0.036,0.884,115.965,4,0,1990
Back At One,Back At One,Brian McKnight,1999-09-21,263666,71,0.661,0.452,0.346,0.0,0.131,-9.115,0.03,0.256,129.752,4,1,1990
I Wanna Love You Forever,Sweet Kisses,Jessica Simpson,1999-11-16,263800,58,0.59,0.156,0.666,0.0,0.136,-4.047,0.0244,0.0743,104.042,4,0,1990
I Knew I Loved You,Truly Madly Completely - The Best of Savage Garden,Savage Garden,2005-11-01,251253,60,0.556,0.307,0.517,0.00115,0.077,-8.769,0.0287,0.779,169.938,4,0,1990
My Love Is Your Love,My Love Is Your Love,Whitney Houston,1998-11-17,261573,69,0.77,0.0557,0.475,4.81e-06,0.0607,-9.512,0.159,0.474,82.511,4,2,1990
I Need to Know,Marc Anthony,Marc Anthony,1999-09-28,227706,59,0.813,0.486,0.949,9.75e-06,0.112,-2.563,0.0336,0.792,115.061,4,2,1990
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",Where I Wanna Be,Donell Jones,1999-05-29,243733,65,0.854,0.0402,0.543,5.73e-05,0.0419,-6.166,0.0844,0.868,103.032,4,2,1990
Bring It All to Me (feat. *NSYNC),Blaque,Blaque,1999-05-28,218186,59,0.695,0.000479,0.579,0.0,0.0556,-5.066,0.0325,0.726,88.957,4,0,1990
Girl On TV,LFO,LFO,1999-08-10,247600,50,0.688,0.131,0.716,0.0,0.134,-4.001,0.0297,0.352,96.043,4,2,1990
Waiting for Tonight,On The 6,Jennifer Lopez,1999-06-01,246426,63,0.695,0.00341,0.945,0.0727,0.103,-6.165,0.0418,0.84,125.013,4,0,1990
What a Girl Wants,Christina Aguilera (Expanded Edition),Christina Aguilera,1999,215800,65,0.754,0.0684,0.819,0.0,0.345,-6.833,0.112,0.818,142.137,4,0,1990
Then The Morning Comes,Astro Lounge,Smash Mouth,1999-06-08,182266,48,0.729,0.0231,0.881,0.0,0.0872,-5.024,0.0283,0.963,118.58,4,0,1990
Steal My Sunshine,You Can't Stop The Bum Rush,LEN,1999-05-25,265533,62,0.413,0.394,0.829,0.0,0.108,-11.111,0.529,0.677,191.477,4,0,1990
He Can't Love U,J.E. Heartbreak,Jagged Edge,2000-01-18,244053,58,0.721,0.112,0.836,0.0,0.235,-3.972,0.206,0.508,126.279,4,2,1990
Where My Girls At,702,702,1999-01-01,166693,61,0.705,0.0352,0.725,0.0149,0.194,-7.435,0.0506,0.76,92.186,4,0,1990
Unpretty,Fanmail,TLC,1999-02-23,278066,63,0.648,0.00152,0.622,5.97e-05,0.109,-6.063,0.0428,0.51,88.684,4,0,1990
Meet Virginia,Train,Train,1998-02-24,239933,66,0.675,0.0863,0.553,7.58e-06,0.118,-7.775,0.0486,0.594,90.02,4,0,1990
Learn to Fly,There Is Nothing Left To Lose,Foo Fighters,1999-11-02,235293,75,0.465,1.83e-05,0.919,2.07e-05,0.262,-4.025,0.0408,0.537,135.997,4,0,1990
Get It On Tonite,Best Of Montell Jordan,Montell Jordan,2015-09-25,277413,54,0.807,0.259,0.498,3.04e-05,0.0618,-9.91,0.0756,0.857,99.001,4,0,1990
Put a Little Holiday in Your Heart,Big Deal - A Tribute to Leann Rimes,Ameritz Tribute Standards,2012-07-01,205305,3,0.588,0.608,0.335,0.0,0.119,-13.524,0.0413,0.682,148.878,4,0,1990
Get Gone,Ideal,Ideal,1999-01-01,275173,38,0.702,0.435,0.52,0.0,0.299,-8.581,0.0725,0.467,120.005,4,1,1990
Breathe,Breathe,Faith Hill,1999-11-09,250546,67,0.529,0.173,0.496,0.0,0.251,-9.007,0.029,0.278,136.859,4,1,1990
Dancin',The Best Of Guy 20th Century Masters The Millennium Collection,Guy,2004-01-01,249040,0,0.796,0.111,0.72,0.0,0.126,-3.886,0.111,0.778,101.008,4,0,1990
That's the Way It Is,All The Way... A Decade Of Song,Céline Dion,1992,241373,0,0.635,0.141,0.88,0.0,0.125,-5.405,0.0452,0.596,93.043,4,2,1990
He Didn't Have to Be,Hits Alive,Brad Paisley,2010-11-02,282226,48,0.476,0.105,0.443,7.97e-06,0.123,-7.563,0.0282,0.165,72.888,4,1,1990
Satisfy You (As Made Famous By Puff Daddy Featuring R. Kelly),Drew's Famous # 1 Karaoke Hits: Sing Like R. Kelly,The Karaoke Crew,2010,304133,0,0.686,0.00924,0.302,0.00101,0.0617,-13.776,0.104,0.688,174.031,4,0,1990
Someday,Mariah Carey,Mariah Carey,1990-06-12,246106,51,0.684,0.207,0.818,2.19e-06,0.0251,-8.686,0.0405,0.937,109.864,4,0,1990
Hanginaround,This Desert Life,Counting Crows,1999,247333,60,0.503,0.295,0.785,0.0,0.744,-6.571,0.0743,0.734,91.464,4,0,1990
Stay The Night - Radio Edit,Greatest Hits: Immature,Immature,2001-01-01,219466,30,0.585,0.0111,0.709,0.0,0.202,-5.604,0.0611,0.726,183.22,4,0,1990
Black Balloon,Greatest Hits Volume One - The Singles,The Goo Goo Dolls,2007-11-06,250066,46,0.328,0.0674,0.691,3.36e-05,0.247,-6.154,0.0294,0.298,104.242,4,0,1990
Take a Picture,Title Of Record,Filter,1999-08-23,359520,0,0.446,0.000103,0.762,7.2e-05,0.26,-8.971,0.0422,0.276,98.993,4,0,1990
Shake Your Bon-Bon,Ricky Martin,Ricky Martin,1999,192333,48,0.638,0.0942,0.937,0.0,0.327,-4.642,0.0444,0.762,100.03,4,2,1990
If You Love Me,From The Bottom Up,Brownstone,1993-06-01,304160,62,0.687,0.225,0.583,0.0,0.105,-10.224,0.0639,0.211,95.138,4,0,1990
When I Said I Do (with Lisa Hartman Black),Greatest Hits II,Clint Black,2001-11-19,268960,54,0.507,0.308,0.411,0.0,0.106,-8.657,0.0276,0.184,102.806,3,1,1990
Don't Say You Love Me,Shades of Purple,M2M,2000-02-15,225200,55,0.627,0.0141,0.723,3.66e-05,0.118,-6.241,0.0341,0.596,97.555,4,0,1990
Amazed,Playlist: The Very Best Of Lonestar,Lonestar,1995,239986,63,0.557,0.247,0.553,0.0,0.125,-7.954,0.0319,0.253,139.821,4,1,1990
What Do You Say,50 Greatest Hits,Reba McEntire,2008-01-01,208746,0,0.458,0.193,0.567,0.0,0.0968,-8.199,0.0483,0.332,171.199,4,1,1990
She's so High,Tal Bachman,Tal Bachman,1999-02-23,224693,72,0.537,0.2,0.84,2.15e-06,0.0998,-4.626,0.0363,0.211,124.269,4,2,1990
Cowboy Take Me Away,Fly,The Chicks,1999-08-27,287266,68,0.467,0.365,0.622,0.00527,0.0982,-7.255,0.031,0.455,164.418,4,1,1990
My Best Friend,Love Story,Tim McGraw,2014-02-04,279866,51,0.444,0.12,0.484,0.0,0.135,-8.311,0.0289,0.263,147.715,4,1,1990
Pop a Top,16 Biggest Hits,Alan Jackson,1989,185426,56,0.699,0.291,0.477,0.0,0.164,-9.339,0.031,0.83,118.382,4,0,1990
Angels,Life Thru A Lens,Robbie Williams,1997-01-01,265000,74,0.429,0.156,0.594,4.95e-06,0.1,-6.251,0.0277,0.236,150.22,4,1,1990
All Things Considered,Untamed,Yankee Grey,1999-09-07,159666,39,0.656,0.237,0.746,0.0,0.0214,-5.379,0.0325,0.96,140.865,4,0,1990
All The Small Things,Enema Of The State,blink-182,1999-01-01,168000,1,0.439,0.0122,0.891,0.0,0.547,-4.764,0.057,0.695,148.599,4,0,1990
I Love You,To The Extreme,Vanilla Ice,1990-01-01,306200,22,0.633,0.0929,0.518,1.52e-05,0.102,-13.152,0.0656,0.568,156.966,4,1,1990
Higher,Human Clay,Creed,1999-01-01,316733,70,0.459,5.15e-05,0.83,0.00014,0.206,-6.254,0.0364,0.431,155.827,4,0,1990
Caught Out There,Kaleidoscope,Kelis,1999-12-07,291706,50,0.848,0.0512,0.691,0.00803,0.0723,-6.775,0.093,0.922,92.996,4,0,1990
Deep Inside,Mary (Limited Edition Bonus Pack),Mary J. Blige,1999-12-14,326000,37,0.762,0.0341,0.566,2.73e-06,0.0779,-6.749,0.0385,0.666,129.28,4,0,1990
Something Like That,Number One Hits,Tim McGraw,2010-11-30,183733,54,0.507,0.378,0.85,0.0,0.0567,-5.679,0.0472,0.847,171.8,4,0,1990
Gotta Man,Let There Be Eve...Ruff Ryders' First Lady,Eve,1999-09-14,264733,42,0.8,0.165,0.867,0.000352,0.114,-4.001,0.133,0.926,90.53,4,2,1990
Rhythm Divine,Enrique,Enrique Iglesias,1999-11-23,209466,46,0.622,0.13,0.97,0.0,0.188,-2.722,0.156,0.429,102.025,4,2,1990
Home to You,Love Songs,John Michael Montgomery,2002,209066,28,0.646,0.582,0.366,0.000228,0.128,-11.183,0.0233,0.272,90.338,4,1,1990
Larger Than Life,Millennium,Backstreet Boys,1999-05-18,232826,68,0.661,0.11,0.973,1.74e-05,0.617,-2.994,0.037,0.75,108.037,4,0,1990
None Of Ur Friends Business,100% Ginuwine,Ginuwine,1999-03-15,365800,45,0.83,0.243,0.414,0.0,0.627,-11.136,0.197,0.556,99.234,4,0,1990
Bug a Boo (H-Town Screwed Mix),The Writing's On The Wall,Destiny's Child,1999-07-27,212440,53,0.76,0.00413,0.718,7.63e-06,0.18,-3.087,0.147,0.927,104.42,4,0,1990
The Chemicals Between Us,The Science of Things (Remastered),Bush,2014-10-14,217493,51,0.512,0.00317,0.958,0.0403,0.295,-3.979,0.16,0.39,97.715,4,2,1990
She Thinks My Tractor's Sexy,Everywhere We Go,Kenny Chesney,1999-02-26,248066,65,0.689,0.0664,0.886,0.0,0.278,-7.066,0.0382,0.906,122.07,4,0,1990
There She Goes,The La's,The La's,1990,162160,61,0.536,0.0129,0.854,0.743,0.156,-6.907,0.0298,0.905,122.733,4,2,1990
We Can't Be Friends-5 - In the Style of Deborah Cox & R.L. (Karaoke Version With Backup Vocals),Karaoke - R&B Vol #01,ProTracks (Karaoke),2010-02-01,273573,0,0.638,0.0116,0.341,0.00752,0.0801,-9.831,0.0295,0.0694,120.038,4,1,1990
The Great Beyond,Man On The Moon (Music From The Motion Picture),R.E.M.,1999-11-23,305106,0,0.332,0.118,0.749,2.08e-06,0.23,-6.399,0.0299,0.182,109.911,4,0,1990
Man! I Feel Like A Woman!,Come On Over,Shania Twain,1997,233000,0,0.678,0.637,0.899,0.0,0.347,-2.937,0.048,0.757,124.944,4,0,1990
The Rockafeller Skank,You've Come A Long Way Baby,Fatboy Slim,1998-01-01,413880,53,0.665,0.0117,0.991,0.00392,0.339,-6.725,0.256,0.0676,152.596,4,2,1990
Say My Name,The Writing's On The Wall,Destiny's Child,1999-07-27,271333,77,0.713,0.273,0.678,0.0,0.149,-3.525,0.102,0.734,138.009,4,0,1990
Music of My Heart (In the Style of Gloria Estefan & N Sync) [Karaoke Version],Karaoke - Gloria Estefan,D T Karaoke,2014-07-11,233299,0,0.65,0.618,0.155,2.24e-06,0.16,-18.55,0.0347,0.179,118.014,4,1,1990
Guerrilla Radio,The Battle Of Los Angeles,Rage Against The Machine,1999-11-02,206200,70,0.599,0.0129,0.957,7.06e-05,0.155,-5.764,0.188,0.489,103.68,4,2,1990
Auld Lang Syne,The Classic Christmas Album,Kenny G,2012-09-21,293346,30,0.16,0.111,0.296,0.847,0.101,-11.86,0.0348,0.0388,62.33,4,1,1990
