track_title,album_name,artist,release_year,song_length_ms,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,Mood
Chasing Cars,Eyes Open (International Package with bonus live tracks),Snow Patrol,2006-01-01,267960,1,0.56,0.199,0.56,0.595,6.47e-05,0.132,-4.53,0.0274,0.144,104.011,4,Sad
Waves - Guitar Acoustic,Waves (Guitar Acoustic),Dean Lewis,2017-06-23,248427,53,0.412,0.935,0.412,0.285,0.0,0.11,-9.918,0.0444,0.377,151.739,4,Sad
Unseen,Unseen,HenryDaher,2021-02-12,198904,59,0.381,0.848,0.381,0.437,0.0378,0.109,-11.683,0.0659,0.124,145.935,4,Sad
Time - Edit,Time,NF,2019-07-12,230610,67,0.665,0.128,0.665,0.703,0.0,0.115,-3.885,0.07,0.257,97.968,4,Sad
One,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,179907,70,0.708,0.834,0.708,0.339,0.0,0.128,-7.085,0.0409,0.512,117.995,4,Sad
Circles,Circles,Wyn Starks,2019-07-19,167762,49,0.643,0.459,0.643,0.438,8.14e-05,0.0643,-6.678,0.0254,0.609,96.949,3,Sad
hostage,dont smile at me,Billie Eilish,2017-12-22,229425,76,0.427,0.868,0.427,0.123,3.12e-05,0.0732,-15.228,0.0497,0.0394,129.565,5,Sad
Satellites,Satellites,David Dinwiddie,2021-03-05,159375,43,0.612,0.888,0.612,0.423,0.00192,0.126,-9.64,0.0285,0.726,79.997,4,Sad
I Miss The Days,The Search,NF,2019-07-26,269184,70,0.719,0.345,0.719,0.768,0.0,0.104,-5.658,0.19,0.0979,137.887,4,Sad
when the party's over,when the party's over,Billie Eilish,2018-10-17,199931,16,0.498,0.979,0.498,0.104,7.86e-05,0.0895,-14.08,0.0621,0.205,124.001,3,Sad
Mystery,Mystery,Jeris,2016-09-03,275133,49,0.371,0.263,0.371,0.437,8.78e-05,0.0776,-9.638,0.0428,0.108,125.937,4,Sad
I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-05-26,239316,83,0.677,0.529,0.677,0.485,2.04e-05,0.0766,-5.795,0.0361,0.493,82.001,4,Sad
Soul Selling,Soul Selling,Burgos,2021-03-26,160390,50,0.868,0.0465,0.868,0.338,0.0212,0.119,-15.013,0.082,0.273,119.947,4,Sad
BLUE,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-09,211816,59,0.39,0.593,0.39,0.536,0.0,0.115,-7.536,0.0384,0.212,129.997,4,Sad
Dancing On My Own,Only Human (Deluxe),Calum Scott,2018-03-09,260285,0,0.671,0.821,0.671,0.183,3.93e-05,0.0969,-8.649,0.0325,0.208,112.678,4,Sad
Lose My Mind - Acoustic,Same Kind Of Different (Acoustic),Dean Lewis,2017-11-17,193628,0,0.514,0.944,0.514,0.216,1.18e-06,0.0939,-10.754,0.0519,0.195,101.294,3,Sad
Marlboro,Till We Feel Something,Prince of Falls,2019-08-15,220682,49,0.777,0.0505,0.777,0.311,6.2e-05,0.0847,-12.205,0.102,0.221,133.985,4,Sad
The Voyager,The Voyager,Avenza,2015-04-10,191927,48,0.486,0.12,0.486,0.614,0.691,0.0956,-8.045,0.0336,0.184,90.054,4,Sad
come out and play,come out and play,Billie Eilish,2018-11-20,210375,73,0.64,0.693,0.64,0.321,0.0307,0.114,-14.604,0.0931,0.177,145.045,4,Sad
Traffic Lights,Traffic Lights,Lynnea M,2021-03-12,231018,47,0.767,0.192,0.767,0.466,2.14e-06,0.106,-8.022,0.0739,0.514,119.924,4,Sad
borrowed time,borrowed time,Keagan,2021-02-23,160000,49,0.815,0.309,0.815,0.317,1.3e-06,0.0679,-12.216,0.118,0.394,120.027,4,Sad
Happier,÷ (Deluxe),Ed Sheeran,2017-03-03,207520,83,0.522,0.536,0.522,0.385,0.0,0.135,-7.355,0.0288,0.236,89.792,4,Sad
FTN,FTN,MAKAELA,2021-04-09,179500,0,0.283,0.582,0.283,0.341,0.0,0.432,-13.148,0.0611,0.605,74.147,3,Sad
Let Her Go,All the Little Lights (Deluxe Version),Passenger,2013-11-29,252733,72,0.479,0.365,0.479,0.545,0.0,0.0963,-7.346,0.0688,0.244,74.897,4,Sad
Sad,Overexposed,Maroon 5,2012-01-01,194200,38,0.572,0.787,0.572,0.258,0.0,0.0973,-9.213,0.0348,0.324,111.91,4,Sad
Got You On My Mind,Therapy Session,NF,2016-04-22,241160,0,0.607,0.202,0.607,0.558,0.0,0.155,-7.319,0.0407,0.336,130.007,4,Sad
i'm not alright,i'm not alright,Ekoh,2021-01-08,169677,49,0.626,0.246,0.626,0.603,0.0,0.118,-9.087,0.0408,0.81,92.979,4,Sad
Straight Back Down,A Place We Knew,Dean Lewis,2019-03-22,205346,0,0.664,0.292,0.664,0.627,0.0,0.062,-7.114,0.0422,0.461,114.898,4,Sad
watch,dont smile at me,Billie Eilish,2017-12-22,177523,75,0.441,0.333,0.441,0.599,0.00198,0.103,-8.985,0.225,0.35,165.212,4,Sad
Fire In The Trees,Fire In The Trees,Reyn Hartley,2021-04-02,223306,45,0.399,0.719,0.399,0.546,0.136,0.0974,-8.072,0.0573,0.204,127.374,4,Sad
Need You Now - Acoustic,Need You Now (Acoustic),Dean Lewis,2017-06-30,203262,66,0.601,0.911,0.601,0.317,0.0,0.181,-8.945,0.0497,0.381,137.95,4,Sad
Lost Boy,Lost Boy,Ruth B.,2015-08-21,275280,77,0.71,0.965,0.71,0.0565,0.0,0.0889,-15.099,0.0534,0.348,123.994,4,Sad
Chemicals - Acoustic,Same Kind Of Different (Acoustic),Dean Lewis,2017-11-17,234775,53,0.446,0.942,0.446,0.239,4.16e-05,0.11,-11.092,0.0435,0.575,75.54,4,Sad
Leaving My Love Behind,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2019-11-22,210213,68,0.409,0.65,0.409,0.446,0.0,0.0862,-4.836,0.0317,0.135,75.638,4,Sad
You're Special,Perception,NF,2017-10-06,312333,63,0.676,0.209,0.676,0.304,9.94e-06,0.103,-10.649,0.0634,0.0421,119.895,4,Sad
Cautious,Cautious,Colin Munroe,2021-03-19,139464,41,0.652,0.336,0.652,0.679,0.023,0.106,-10.274,0.0876,0.739,77.473,4,Sad
Supermarket Flowers,÷ (Deluxe),Ed Sheeran,2017-03-03,221106,78,0.589,0.914,0.589,0.242,0.0,0.0887,-10.517,0.0442,0.257,89.749,4,Sad
Call Out My Name,"My Dear Melancholy,",The Weeknd,2018-03-29,228373,1,0.489,0.218,0.489,0.598,0.0,0.35,-4.929,0.036,0.172,134.045,3,Sad
Nothing Else,Nothing Else,Auram,2015-06-07,249554,37,0.465,0.247,0.465,0.467,0.315,0.241,-11.807,0.0452,0.159,75.072,4,Sad
C.R.E.A.M. (Clout Rules Everything Around Me),C.R.E.A.M. (Clout Rules Everything Around Me),Ekoh,2021-04-02,217600,49,0.744,0.127,0.744,0.571,0.0,0.124,-8.434,0.228,0.767,150.003,4,Sad
Adore,Same Kind Of Different,Dean Lewis,2017-05-12,179429,57,0.479,0.67,0.479,0.486,0.0,0.149,-6.066,0.0388,0.302,68.889,4,Sad
Memories,Memories,Maroon 5,2019-09-20,189486,89,0.764,0.837,0.764,0.32,0.0,0.0822,-7.209,0.0546,0.575,91.019,4,Sad
If You Want Love,Perception,NF,2017-10-06,199386,80,0.551,0.659,0.551,0.386,0.0,0.125,-10.22,0.132,0.245,116.409,1,Sad
Prisoner,Beauty Behind The Madness,The Weeknd,2015-08-28,274960,65,0.551,0.443,0.551,0.405,0.000217,0.11,-12.756,0.0398,0.341,135.017,4,Sad
Headspace,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,306801,60,0.368,0.865,0.368,0.228,1.99e-06,0.111,-9.183,0.0335,0.194,146.881,3,Sad
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,291796,83,0.421,0.952,0.421,0.131,0.00453,0.109,-18.435,0.0382,0.12,137.446,4,Sad
For The Last Time,A Place We Knew,Dean Lewis,2019-03-22,195533,0,0.443,0.771,0.443,0.388,4.08e-05,0.0914,-9.945,0.0372,0.195,89.947,4,Sad
Like This,The Search,NF,2019-07-26,207640,66,0.685,0.323,0.685,0.563,0.0,0.111,-5.456,0.0714,0.3,85.501,4,Sad
Half A Man,A Place We Knew,Dean Lewis,2019-03-22,179120,0,0.507,0.855,0.507,0.204,0.0,0.143,-11.575,0.0504,0.343,77.765,4,Sad
Mercy - Acoustic,Illuminate (Deluxe),Shawn Mendes,2017-04-20,219160,65,0.458,0.712,0.458,0.347,0.0,0.11,-6.651,0.0381,0.431,78.928,4,Sad
Six Feet Under,Six Feet Under,Billie Eilish,2016-11-17,189613,78,0.576,0.807,0.576,0.307,0.000355,0.0792,-12.732,0.0428,0.157,67.513,4,Sad
December,December,Tarz,2016-12-03,303455,48,0.478,0.000382,0.478,0.62,0.834,0.095,-6.801,0.036,0.0377,174.053,4,Sad
SLOW DANCING IN THE DARK,BALLADS 1,Joji,2018-10-26,209273,85,0.515,0.544,0.515,0.479,0.00598,0.191,-7.458,0.0261,0.284,88.964,4,Sad
Avalanche,Avalanche,Carter,2021-03-12,183136,42,0.626,0.344,0.626,0.648,0.0,0.132,-7.907,0.0302,0.277,134.951,4,Sad
Perfect,÷ (Deluxe),Ed Sheeran,2017-03-03,263400,88,0.599,0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,0.168,95.05,3,Sad
idontwannabeyouanymore,dont smile at me,Billie Eilish,2017-12-22,203569,81,0.483,0.737,0.483,0.412,0.0,0.116,-8.461,0.0402,0.247,170.163,3,Sad
"Fire On Fire - From ""Watership Down""","Fire On Fire (From ""Watership Down"")",Sam Smith,2018-12-21,246735,75,0.584,0.476,0.584,0.407,0.0,0.18,-7.356,0.046,0.341,115.124,4,Sad
7 Minutes,7 Minutes,Dean Lewis,2019-01-18,211453,68,0.613,0.526,0.613,0.739,0.0,0.149,-6.478,0.0311,0.712,104.966,4,Sad
How Could You Leave Us,Therapy Session,NF,2016-04-22,322586,72,0.536,0.513,0.536,0.708,0.0,0.0951,-7.882,0.758,0.09,78.33,4,Sad
ocean eyes,dont smile at me,Billie Eilish,2017-12-22,200379,83,0.511,0.816,0.511,0.363,0.0317,0.084,-7.65,0.041,0.169,144.892,4,Sad
Journey,Journey,Dead as Disco,2015-09-29,237286,35,0.455,0.0377,0.455,0.505,0.452,0.296,-6.838,0.0276,0.056,87.972,4,Sad
Hold Me While You Wait,Hold Me While You Wait,Lewis Capaldi,2019-05-03,205686,72,0.688,0.443,0.688,0.53,0.0,0.0995,-5.507,0.0333,0.162,106.958,4,Sad
Stay Awake - Acoustic,Stay Awake (Acoustic),Dean Lewis,2019-05-31,198978,52,0.596,0.898,0.596,0.238,5.11e-05,0.19,-9.381,0.0471,0.304,93.847,4,Sad
Scary Garry,Scary Garry,Kaito Shoma,2021-01-04,99748,73,0.812,0.695,0.812,0.974,0.512,0.582,-2.327,0.227,0.064,153.979,4,Sad
Wake Me Up,+,Ed Sheeran,2011-09-09,229613,57,0.616,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,0.336,86.891,1,Sad
pretty little lies,pretty little lies,Zach Paradis,2021-02-26,188168,47,0.698,0.654,0.698,0.517,0.0,0.0899,-7.054,0.0355,0.433,120.04,3,Sad
Hold Of Me,A Place We Knew,Dean Lewis,2019-03-22,202893,0,0.596,0.0742,0.596,0.659,0.0,0.123,-7.856,0.0606,0.418,142.976,4,Sad
Forever,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,2019-05-17,210863,76,0.646,0.873,0.646,0.355,0.0,0.115,-7.119,0.0263,0.364,84.988,4,Sad
Trauma,The Search,NF,2019-07-26,247240,69,0.527,0.92,0.527,0.0861,0.000334,0.0988,-15.326,0.0301,0.225,103.582,4,Sad
A Place We Knew,A Place We Knew,Dean Lewis,2019-03-22,206480,0,0.585,0.291,0.585,0.653,0.0,0.151,-7.439,0.0562,0.554,83.341,3,Sad
Paralyzed,Mansion,NF,2015-03-31,270453,76,0.51,0.214,0.51,0.643,3.22e-06,0.101,-6.602,0.0485,0.0397,130.081,4,Sad
Time To Go,A Place We Knew,Dean Lewis,2019-03-22,190346,0,0.482,0.434,0.482,0.645,0.0,0.0996,-7.959,0.0556,0.457,104.854,4,Sad
Start Again,Start Again,Conrad Sewell,2015-03-10,217974,54,0.553,0.68,0.553,0.343,3.5e-06,0.122,-9.466,0.0407,0.216,66.543,3,Sad
Miss You,Miss You,Coobie,2021-04-02,144994,37,0.654,0.271,0.654,0.56,0.0,0.105,-8.887,0.0628,0.575,159.784,4,Sad
Opium,Marcy Playground,Marcy Playground,1997-01-01,187066,37,0.428,0.371,0.428,0.321,0.673,0.114,-8.889,0.0285,0.113,126.135,4,Sad
Words,I Could Live In Hope,Low,1994-01-01,348800,50,0.347,0.0931,0.347,0.209,0.617,0.103,-15.268,0.0262,0.229,80.242,4,Sad
To Be There Now,Ugly But Honest,Carissa's Wierd,2010-10-12,289040,0,0.432,0.0266,0.432,0.3,0.15,0.105,-12.606,0.0318,0.0691,107.806,4,Sad
Cave-in,Frigid Stars,Codeine,1990,217093,0,0.324,0.00324,0.324,0.123,0.67,0.0806,-13.84,0.0341,0.0934,73.198,4,Sad
A Taste For Bitters,A Taste For Bitters,Chokebore,1996,215173,16,0.423,0.0573,0.423,0.41,0.768,0.0857,-9.864,0.0324,0.178,109.03,4,Sad
Bathroom,So Pretty,Kid Dakota,2002,319906,12,0.391,0.48,0.391,0.275,0.769,0.13,-15.148,0.0627,0.0677,112.17,4,Sad
As Afterwards The Words Still Ring - 91 Version,Complete Discography,Moss Icon,2012-08-05,337933,12,0.392,0.801,0.392,0.816,0.0517,0.0979,-7.827,0.108,0.436,154.648,4,Sad
Woolworm,Giving Birth to Thunder,Indian Summer,2019-09-13,445293,38,0.286,0.0932,0.286,0.245,0.688,0.166,-11.113,0.0311,0.223,83.81,4,Sad
Bread,"Today Puberty, Tomorrow The World",Native Nod,1996,199333,17,0.283,1.86e-05,0.283,0.741,0.155,0.181,-11.187,0.0595,0.347,151.728,4,Sad
Lioness,The Lioness,Songs: Ohia,2000-01-17,396986,47,0.5,0.398,0.5,0.317,0.0276,0.0968,-11.897,0.0613,0.175,79.968,4,Sad
Too Pure,Harmacy,Sebadoh,1996-08-20,226733,0,0.304,0.000712,0.304,0.716,0.117,0.11,-7.408,0.0321,0.402,123.472,4,Sad
Behind the Garage,Love Tara,Eric's Trip,1993-11-01,192773,0,0.336,0.824,0.336,0.259,0.364,0.078,-20.178,0.0333,0.155,171.884,4,Sad
To Forgive - Remastered 2012,Mellon Collie And The Infinite Sadness (Remastered),The Smashing Pumpkins,1995-12-12,257266,0,0.579,0.0208,0.579,0.314,0.761,0.111,-12.589,0.0267,0.0512,126.746,4,Sad
New Birds,Philophobia (Deluxe Version),Arab Strap,1998,387600,0,0.423,0.0487,0.423,0.257,0.866,0.0871,-15.878,0.0369,0.0977,141.769,4,Sad
You Will Miss Me When I Burn,Days In The Wake,Palace Brothers,1994,198826,0,0.483,0.882,0.483,0.306,2.81e-05,0.185,-17.033,0.0328,0.398,125.308,3,Sad
The Boys of Swift Creek Reservoir,Bitter River,Pygmy Lush,2007-08-28,166360,6,0.655,0.849,0.655,0.134,0.0119,0.187,-16.927,0.0591,0.204,123.263,4,Sad
Needle In The Hay,Elliott Smith,Elliott Smith,1995,256586,0,0.562,0.241,0.562,0.191,0.0184,0.12,-17.438,0.0431,0.331,116.111,4,Sad
Lua,"I'm Wide Awake, It's Morning",Bright Eyes,2005-01-25,271666,61,0.603,0.802,0.603,0.124,3e-05,0.0565,-18.301,0.0827,0.317,104.902,3,Sad
Cutting off the Blood to Ten,The Eventually Home,"Right Away, Great Captain!",2008-11-11,150726,22,0.684,0.501,0.684,0.217,0.0,0.365,-11.476,0.0509,0.361,133.137,4,Sad
Harvey Milk Shit on the Table,James Is Going to Die Soon,Crywank,2016-01-30,162324,0,0.696,0.836,0.696,0.112,0.0,0.116,-16.644,0.0448,0.434,129.561,4,Sad
"You Wrote ""Don't Forget"" On Your Arm",Four Songs for Losing You,Flatsound,2015-09-21,211500,0,0.581,0.945,0.581,0.121,0.0508,0.0661,-21.021,0.0561,0.0398,121.879,4,Sad
Jen Is Bringin The Drugs,The Dust Of Retreat,Margot & The Nuclear So And So's,2005,170173,0,0.45,0.782,0.45,0.228,0.000586,0.129,-12.146,0.0348,0.461,141.718,5,Sad
5 Dollars,Puking And Crying,S,2004-09-07,98440,14,0.399,0.857,0.399,0.331,0.00054,0.0601,-11.511,0.0464,0.49,142.234,4,Sad
Kind,FOOTWEAR,CBMC,2015-06-22,175412,18,0.607,0.905,0.607,0.156,0.479,0.145,-19.975,0.042,0.155,121.786,4,Sad
Metal Heart,Moon Pix,Cat Power,1998-09-22,242400,8,0.439,0.873,0.439,0.337,0.0848,0.109,-11.212,0.0276,0.0493,115.244,4,Sad
Medusa,Marked for Death,Emma Ruth Rundle,2016-09-30,319829,35,0.28,0.00276,0.28,0.692,0.847,0.0922,-6.929,0.0447,0.341,102.59,4,Sad
Etiquette,The Natural World,Land Lines,2015-08-21,243460,0,0.567,0.257,0.567,0.385,0.711,0.134,-10.599,0.0358,0.061,129.892,4,Sad
No Below,Major Arcana,Speedy Ortiz,2013-07-09,223800,47,0.498,0.116,0.498,0.401,0.0378,0.109,-9.043,0.0304,0.297,111.88,3,Sad
Please Eat,Ode to Dawn Wiener: Embarrassing Love Songs,Nicole Dollanganger,2013,168000,44,0.439,0.751,0.439,0.0966,0.0,0.118,-16.203,0.0377,0.0993,153.606,3,Sad
Elizabeth On The Bathroom Floor,Electro-Shock Blues,Eels,1998-10-10,128666,0,0.397,0.943,0.397,0.0813,0.382,0.0827,-21.81,0.0348,0.0856,135.158,4,Sad
Keep You From Harm,Stray Songs: 2000-2010,Rivulets,2010-07-08,125813,4,0.406,0.977,0.406,0.168,0.955,0.11,-14.212,0.0356,0.0372,121.989,3,Sad
True Love Will Find You In The End,1990,Daniel Johnston,1990-01-01,108200,44,0.542,0.939,0.542,0.173,8.99e-06,0.109,-13.955,0.0376,0.12,118.639,4,Sad
Have You Forgotten,Songs For A Blue Guitar,Red House Painters,1996-01-01,373306,35,0.622,0.905,0.622,0.19,0.0139,0.108,-16.588,0.0281,0.264,73.74,4,Sad
Shoe In,Genealogies,Secret Stars,1998,195186,14,0.609,0.801,0.609,0.336,0.0829,0.0913,-15.522,0.058,0.444,171.774,4,Sad
Fade Into You,So Tonight That I Might See,Mazzy Star,1993-10-05,295600,75,0.42,0.245,0.42,0.33,0.000679,0.0677,-13.925,0.0275,0.175,157.143,3,Sad
Among the Leaves,Among The Leaves,Sun Kil Moon,2012-05-29,211466,0,0.622,0.707,0.622,0.256,0.00222,0.0774,-18.226,0.0433,0.576,99.849,4,Sad
Chameleon Boy,History For Sale,Blue October,2003-01-01,348893,38,0.582,0.0735,0.582,0.558,0.00053,0.0835,-7.262,0.0273,0.35,104.975,4,Sad
Nothing's Gonna Hurt You Baby,I.,Cigarettes After Sex,2012-07-21,286293,0,0.498,0.27,0.498,0.331,0.198,0.107,-14.084,0.0273,0.106,96.734,4,Sad
Medicine,Wild Youth EP,Daughter,2012-01-01,258973,0,0.243,0.115,0.243,0.313,0.237,0.593,-12.069,0.0285,0.22,92.975,3,Sad
What Sarah Said,Plans,Death Cab for Cutie,2005-08-29,380866,46,0.505,0.801,0.505,0.439,0.0217,0.104,-9.952,0.0268,0.0401,134.194,3,Sad
The Sea Is A Good Place To Think Of The Future,Romance Is Boring,Los Campesinos!,2010-01-26,266893,42,0.279,0.0575,0.279,0.676,0.0167,0.0996,-5.283,0.043,0.22,120.126,4,Sad
Epitaph (Black and Blue),The Silver Tongued Devil and I,Kris Kristofferson,1971,205413,21,0.45,0.982,0.45,0.0149,6.42e-05,0.116,-21.162,0.0294,0.181,83.628,3,Sad
Real Death,A Crow Looked at Me,Mount Eerie,2017-03-24,147533,46,0.562,0.676,0.562,0.187,0.00186,0.132,-18.183,0.0442,0.0913,75.965,4,Sad
Asleep - 2011 Remaster,Louder Than Bombs,The Smiths,1987,253560,65,0.512,0.88,0.512,0.255,0.532,0.146,-15.867,0.0291,0.215,115.144,3,Sad
Take It With Me,Mule Variations,Tom Waits,1999-04-27,264933,0,0.366,0.978,0.366,0.0837,0.000191,0.11,-20.011,0.0354,0.328,124.961,4,Sad
Black Crow Blues,Songs of Townes Van Zandt,Scott Kelly,2012-06-12,201146,11,0.426,0.912,0.426,0.158,0.0288,0.0959,-17.823,0.0382,0.352,206.815,3,Sad
God Damn The Sun,Various Failures,Swans,1999-03-29,261399,0,0.3,0.863,0.3,0.243,0.762,0.149,-16.429,0.0301,0.136,168.742,3,Sad
Pills I Took,Straight To Hell,Hank Williams III,2006-02-28,151146,46,0.682,0.0902,0.682,0.829,9.87e-06,0.387,-4.989,0.0334,0.843,109.046,4,Sad
Hurt,Unearthed,Johnny Cash,2003-01-01,216533,59,0.544,0.719,0.544,0.378,0.00035,0.105,-8.607,0.0264,0.149,91.078,4,Sad
Hurt Everything,Bitter River,Pygmy Lush,2007-08-28,121733,10,0.625,0.734,0.625,0.135,0.256,0.122,-19.311,0.0463,0.231,111.568,3,Sad
Is This What You Wanted,New Skin For The Old Ceremony,Leonard Cohen,1974-08-11,253853,47,0.573,0.825,0.573,0.226,4.4e-06,0.15,-14.767,0.082,0.366,131.692,4,Sad
Pale Blue Eyes,The Velvet Underground (45th Anniversary / Deluxe Edition),The Velvet Underground,1969-03,339533,0,0.636,0.913,0.636,0.107,0.00123,0.103,-18.738,0.037,0.31,82.641,4,Sad
Baby Blue,6 Feet Beneath The Moon,King Krule,2013-08-24,215506,14,0.468,0.613,0.468,0.331,0.00108,0.129,-11.052,0.036,0.09,102.448,4,Sad
Slow Savage,Brutalism,IDLES,2017-03-10,221440,0,0.523,0.822,0.523,0.309,0.389,0.104,-15.993,0.0459,0.131,113.008,4,Sad
Into My Arms,The Boatman's Call,Nick Cave & The Bad Seeds,1997-03-03,256120,0,0.484,0.894,0.484,0.0874,0.154,0.11,-17.796,0.0394,0.219,94.163,4,Sad
Mad World (Feat. Michael Andrews),Trading Snakeoil for Wolftickets,Gary Jules,2001-01-01,189506,70,0.345,0.976,0.345,0.0581,0.000366,0.103,-17.217,0.0374,0.304,174.117,4,Sad
Honey - 1991 - Remaster,Honey - The Best of Bobby Goldsboro,Bobby Goldsboro,1991,239066,0,0.5,0.21,0.5,0.189,3.08e-05,0.129,-17.563,0.0307,0.587,93.259,4,Sad
Hazey Jane I,Bryter Layter,Nick Drake,1970-03-06,269346,42,0.529,0.661,0.529,0.268,0.369,0.188,-19.784,0.0314,0.717,118.799,4,Sad
These Days,Chelsea Girl,Nico,1967-10,210666,0,0.406,0.989,0.406,0.131,0.275,0.102,-17.668,0.0315,0.203,93.196,4,Sad
Late for the Sky,Late for the Sky,Jackson Browne,1974,341690,54,0.321,0.613,0.321,0.329,0.000305,0.0846,-9.724,0.0293,0.213,165.399,4,Sad
'Til I Die - Remastered 2009,Surf's Up,The Beach Boys,1971-08-30,153240,44,0.321,0.297,0.321,0.294,0.000561,0.295,-12.568,0.0286,0.18,172.859,4,Sad
Surf's Up - Remastered 2009,Surf's Up,The Beach Boys,1971-08-30,253760,44,0.366,0.571,0.366,0.193,1.86e-06,0.093,-17.042,0.0306,0.287,100.274,4,Sad
Perfect Day,Transformer,Lou Reed,1972-12-01,225000,71,0.4,0.744,0.4,0.267,0.00734,0.103,-12.488,0.0323,0.0872,144.799,3,Sad
When I Loved Her,The Silver Tongued Devil and I,Kris Kristofferson,1971,182106,33,0.473,0.861,0.473,0.144,1.14e-05,0.378,-19.628,0.0297,0.322,78.133,4,Sad
I Love You More Than You'll Ever Know,A Donny Hathaway Collection,Donny Hathaway,1990-04-03,322866,50,0.306,0.742,0.306,0.22,0.000564,0.112,-15.601,0.0407,0.199,86.814,3,Sad
I Got It Bad (And That Ain't Good),Portrait,Nina Simone,2017-04-03,244440,13,0.334,0.982,0.334,0.213,0.0871,0.103,-13.406,0.035,0.14,121.438,3,Sad
Hurt A Little Everyday,The Very Best Of Brenda Holloway,Brenda Holloway,1999-01-01,171600,2,0.376,0.241,0.376,0.57,0.0,0.274,-5.728,0.0288,0.217,85.806,3,Sad
Cry Me A River,The Magic Of,Julie London,1966-01-01,170600,42,0.467,0.975,0.467,0.0377,0.00659,0.111,-19.528,0.0444,0.126,123.951,4,Sad
My Funny Valentine,Chet Baker Sings,Chet Baker,1956,141133,65,0.438,0.941,0.438,0.00756,0.00643,0.109,-26.44,0.0382,0.277,133.32,4,Sad
I'll Take Care Of You,I'll Take Care of You,Mark Lanegan,1999-09-21,170466,0,0.52,0.857,0.52,0.353,0.0384,0.108,-13.08,0.0289,0.556,93.983,3,Sad
When Love Breaks Down - 2007 Remastered Version,Steve McQueen,Prefab Sprout,1985,245653,0,0.476,0.329,0.476,0.607,5.03e-06,0.0347,-7.46,0.0505,0.342,133.415,4,Sad
I Trawl the Megahertz,I Trawl the Megahertz,Prefab Sprout,2003-05-27,1325626,42,0.165,0.701,0.165,0.41,0.105,0.0931,-10.647,0.0304,0.134,84.342,4,Sad
Object,La Cucaracha,Ween,2007,156773,0,0.681,0.29,0.681,0.41,0.000541,0.113,-9.838,0.025,0.476,76.003,4,Sad
Nothing Really Ends,No More Loud Music - The Singles,dEUS,2001-01-01,329693,52,0.637,0.195,0.637,0.471,0.0169,0.0969,-11.18,0.0284,0.624,118.97,4,Sad
Seasons (Waiting On You) [BADBADNOTGOOD Reinterpretation],Seasons (Waiting On You) [BADBADNOTGOOD Reinterpretation],Future Islands,2014-12-02,223088,5,0.682,0.0314,0.682,0.556,0.00396,0.153,-7.362,0.0276,0.601,140.038,4,Sad
Playground Love (with Gordon Tracks),Playground Love,Air,2000-03-03,212693,0,0.353,0.249,0.353,0.422,0.852,0.301,-10.538,0.0277,0.135,142.912,4,Sad
Im Rauch,Piano Nights,Bohren & Der Club Of Gore,2013,329133,31,0.184,0.832,0.184,0.0917,0.94,0.112,-17.91,0.0407,0.0331,127.207,3,Sad
Trouble Every Day,Claire Denis Film Scores 1996-2009,Tindersticks,2011-04-26,339160,0,0.425,0.0907,0.425,0.186,0.767,0.101,-13.53,0.0301,0.0863,142.693,3,Sad
I Want You,Blood And Chocolate,Elvis Costello & The Attractions,1986,401293,0,0.494,0.329,0.494,0.131,0.0,0.347,-17.777,0.069,0.217,123.835,4,Sad
"Caroline, No",Pet Sounds (Mono),The Beach Boys,1966-06-16,173893,26,0.404,0.724,0.404,0.329,2.25e-05,0.123,-14.167,0.0271,0.653,76.322,4,Sad
Affection,Affection,Cigarettes After Sex,2015-10-05,311000,0,0.415,0.497,0.415,0.425,0.908,0.105,-11.232,0.025,0.248,89.839,4,Sad
Alison,Souvlaki,Slowdive,1993,231893,0,0.279,0.00957,0.279,0.423,0.837,0.128,-12.06,0.038,0.291,101.571,4,Sad
Don't Be Afraid,"Memories, Violet & Demons",broken little sister,2010,304626,13,0.42,0.000209,0.42,0.518,0.793,0.221,-11.108,0.0254,0.278,80.012,4,Sad
She's a Loner,Floret,Thud,2015-06-29,202241,7,0.462,0.285,0.462,0.533,0.923,0.126,-11.58,0.0306,0.354,116.021,4,Sad
Renee,SALES - EP,SALES,2014-09-22,179125,48,0.924,0.755,0.924,0.386,0.00253,0.118,-8.183,0.0548,0.424,108.957,4,Sad
Rituals,Blessed Suffering,Pill Friends,2013-07-23,194690,30,0.486,0.331,0.486,0.448,0.0901,0.517,-9.38,0.0265,0.112,100.236,4,Sad
Memory,Trick,Alex G,2015-03-24,172813,0,0.489,0.55,0.489,0.407,0.87,0.11,-9.66,0.0245,0.254,102.563,4,Sad
